Name,Player_ID,#,Team,Conference,Bats,Throws,Position,Class,Height,Hometown
Niles Monroe,133065,14,Wis.-Superior,UMAC,RIGHT,RIGHT,UT,Fr.,5-11,
Brian O'Dwyer,133066,23,Wis.-Superior,UMAC,RIGHT,RIGHT,INF,Sr.,6-3,"Maple Grove, MN"
Chase Oxborough,133067,19,Wis.-Superior,UMAC,RIGHT,RIGHT,INF,So.,-,
Aiden Pfeifer,133068,1,Wis.-Superior,UMAC,RIGHT,RIGHT,P,Sr.,5-8,"Eden Prairie, MN"
Josh Pritchard,133069,13,Wis.-Superior,UMAC,RIGHT,RIGHT,P,Jr.,6-0,"Surrey, Canada"
Kevin Rahe,133070,32,Wis.-Superior,UMAC,RIGHT,RIGHT,P,Sr.,6-0,"Princeton, MN"
Dawson Rannow,133071,33,Wis.-Superior,UMAC,LEFT,LEFT,UT,Jr.,6-2,"Hermantown, MN"
Zach Romans,133072,24,Wis.-Superior,UMAC,RIGHT,RIGHT,P,Jr.,6-4,"Saint Michael, MN"
Adam Swedahl,133073,26,Wis.-Superior,UMAC,RIGHT,RIGHT,OF,Jr.,6-3,"Woodbury, MN"
Trey Sybrant,133074,28,Wis.-Superior,UMAC,RIGHT,RIGHT,OF,Sr.,6-1,"Saint Michael, MN"
Carter Thielke,133075,15,Wis.-Superior,UMAC,RIGHT,RIGHT,UT,So.,5-11,
Zach Threde,133076,25,Wis.-Superior,UMAC,RIGHT,RIGHT,P,Jr.,5-11,"Volo, IL"
Tanner Voight,133077,34,Wis.-Superior,UMAC,RIGHT,RIGHT,INF,Sr.,6-1,"Stillwater, MN"
Dante Westmiller,133078,8,Wis.-Superior,UMAC,RIGHT,RIGHT,C,So.,-,
Logan Zinsmaster,133079,20,Wis.-Superior,UMAC,RIGHT,RIGHT,UT,Fr.,6-0,
John Ahler,133080,3,Wis.-Whitewater,WIAC,RIGHT,RIGHT,INF,Jr.,5-10,"Algonquin, IL"
Lincoln Ascher,133081,23,Wis.-Whitewater,WIAC,RIGHT,RIGHT,C,Fr.,6-1,"Waukesha, WI"
Leyten Bowers,133082,18,Wis.-Whitewater,WIAC,RIGHT,RIGHT,SS,Sr.,6-1,"Mineral Point, WI"
Brandon Brust,133083,2,Wis.-Whitewater,WIAC,RIGHT,RIGHT,P,Sr.,6-2,"The Woodlands, TX"
Andy Buckley,133084,26,Wis.-Whitewater,WIAC,RIGHT,RIGHT,INF,Fr.,6-0,"Beloit, WI"
Brady Gilroy,133085,24,Wis.-Whitewater,WIAC,RIGHT,RIGHT,OF,Fr.,5-8,"Elgin, IL"
Keli Grennier,133086,12,Wis.-Whitewater,WIAC,RIGHT,RIGHT,UT,Jr.,5-10,"Menomonee Falls, WI"
Wyatt Hansen,133087,14,Wis.-Whitewater,WIAC,RIGHT,RIGHT,OF,Jr.,6-0,"New Braunfels, TX"
Maddux Hibbard,133088,31,Wis.-Whitewater,WIAC,RIGHT,LEFT,INF,So.,6-2,"Rockton, IL"
Aaron Holland,133089,4,Wis.-Whitewater,WIAC,RIGHT,RIGHT,C,Jr.,5-9,"Wheaton, IL"
Cade Honkamp,133090,19,Wis.-Whitewater,WIAC,RIGHT,RIGHT,INF,Jr.,6-3,"Brookfield, WI"
Danny Hopper,133091,33,Wis.-Whitewater,WIAC,RIGHT,RIGHT,P,Sr.,6-3,"Palatine, IL"
Wyatt Jensen,133092,32,Wis.-Whitewater,WIAC,RIGHT,RIGHT,OF,Sr.,5-9,"Luck, WI"
Franklin Kirchner,133093,5,Wis.-Whitewater,WIAC,LEFT,LEFT,P,Fr.,6-1,"Elk Grove Village, IL"
Jackson Koenig,133094,34,Wis.-Whitewater,WIAC,LEFT,RIGHT,P,Jr.,6-1,"Blaine, MN"
Ben Lee,133095,29,Wis.-Whitewater,WIAC,RIGHT,RIGHT,P,Jr.,6-6,"Amherst Junction, WI"
Brady Malkow,133096,35,Wis.-Whitewater,WIAC,RIGHT,RIGHT,P,Jr.,6-3,"Brodhead, WI"
Dominik McVay,133097,11,Wis.-Whitewater,WIAC,RIGHT,RIGHT,OF,Jr.,5-9,"Mineral Point, WI"
Evan Olson,133098,1,Wis.-Whitewater,WIAC,RIGHT,RIGHT,UT,So.,5-11,"Kimberly, WI"
Nelson Phillips,133099,8,Wis.-Whitewater,WIAC,BOTH,LEFT,OF,Sr.,6-0,"Elm Grove, WI"
Sam Polyock,133100,42,Wis.-Whitewater,WIAC,RIGHT,RIGHT,P,Fr.,6-0,"Lake Geneva, WI"
Cole Schwochow,133101,22,Wis.-Whitewater,WIAC,LEFT,LEFT,P,Jr.,5-11,"Clyde, OH"
Landen Seymour,133102,15,Wis.-Whitewater,WIAC,LEFT,LEFT,OF,Fr.,5-10,"Rockton, IL"
Skyler Sievert,133103,17,Wis.-Whitewater,WIAC,RIGHT,RIGHT,P,Fr.,6-3,"Laguna Niguel, CA"
Brett Sommer,133104,25,Wis.-Whitewater,WIAC,RIGHT,RIGHT,INF,So.,5-11,"Greenville, WI"
Jackson Spring,133105,10,Wis.-Whitewater,WIAC,RIGHT,RIGHT,INF,So.,6-1,"Saint Charles, IL"
Sam Steuber,133106,6,Wis.-Whitewater,WIAC,RIGHT,RIGHT,P,Jr.,5-11,"Muskego, WI"
Gradin Taschner,133107,57,Wis.-Whitewater,WIAC,RIGHT,RIGHT,P,Jr.,6-3,"Neenah, WI"
Andy Thies,133108,7,Wis.-Whitewater,WIAC,LEFT,RIGHT,INF,Sr.,6-1,"Tallahassee, FL"
Joe Timm,133109,21,Wis.-Whitewater,WIAC,LEFT,RIGHT,OF,So.,6-1,"Gilbert, AZ"
Benjy Tucker,133110,27,Wis.-Whitewater,WIAC,RIGHT,RIGHT,P,Jr.,6-1,"Milton, GA"
Hudson Turner,133111,9,Wis.-Whitewater,WIAC,RIGHT,RIGHT,OF,So.,6-0,"Baraboo, WI"
Nick West,133112,16,Wis.-Whitewater,WIAC,RIGHT,RIGHT,P,Jr.,6-1,"Verona, WI"
Ethan Wickman,133113,13,Wis.-Whitewater,WIAC,LEFT,LEFT,P,Jr.,6-1,"Spring Green, WI"
Theo Zeidler,133114,28,Wis.-Whitewater,WIAC,RIGHT,RIGHT,P,Jr.,6-3,"Suamico, WI"
Tommy Anthony,133115,40,Wittenberg,NCAC,RIGHT,RIGHT,P,Jr.,6-0,
Quintin Applegate,133116,36,Wittenberg,NCAC,RIGHT,RIGHT,C,Sr.,6-2,"Delaware, OH"
John Baumel,133117,24,Wittenberg,NCAC,LEFT,RIGHT,INF,So.,6-0,"Dublin, OH"
Trent Bezek,133118,5,Wittenberg,NCAC,RIGHT,RIGHT,INF,So.,6-2,"Perrysburg, OH"
J. Bried,133119,2,Wittenberg,NCAC,,,cf,So.,-,
Chase Burton,133120,4,Wittenberg,NCAC,RIGHT,RIGHT,INF,Jr.,5-11,"Brookville, IN"
Tommy Chilicki,133121,16,Wittenberg,NCAC,RIGHT,RIGHT,P,Sr.,5-11,"Lewis Center, OH"
Chris Dawson,133122,20,Wittenberg,NCAC,RIGHT,RIGHT,P,So.,5-10,"Loveland, OH"
Thatcher Dietz,133123,10,Wittenberg,NCAC,RIGHT,RIGHT,C,Jr.,5-11,"Westerville, OH"
Mikey Eickhoff,133124,43,Wittenberg,NCAC,LEFT,LEFT,P,Sr.,6-3,"Akron, OH"
Cooper Fischer,133125,30,Wittenberg,NCAC,RIGHT,RIGHT,P,So.,6-1,"Westerville, OH"
Lewis Foster,133126,55,Wittenberg,NCAC,RIGHT,RIGHT,P,So.,6-4,"Toronto, Canada"
Cam Gladden,133127,1,Wittenberg,NCAC,RIGHT,RIGHT,OF,Jr.,5-9,"Galena, OH"
Daniel Gladden,133128,34,Wittenberg,NCAC,,,P,Sr.,-,
M. Glen,133129,22,Wittenberg,NCAC,,,p,Fr.,-,
George Janzen,133130,25,Wittenberg,NCAC,RIGHT,RIGHT,C,Sr.,6-1,"West Chester, OH"
Riley Kearns,133131,23,Wittenberg,NCAC,RIGHT,RIGHT,P,So.,6-5,"Vermilion, OH"
Alex Koons,133132,37,Wittenberg,NCAC,LEFT,LEFT,OF,So.,5-11,"Hilliard, OH"
Luke Laufman,133133,15,Wittenberg,NCAC,LEFT,LEFT,P,So.,6-2,"Cincinnati, OH"
Gavin Lones,133134,21,Wittenberg,NCAC,RIGHT,LEFT,P,Jr.,6-1,"Lakeview, OH"
James MacAuley,133135,14,Wittenberg,NCAC,RIGHT,RIGHT,INF,Sr.,5-10,"Grosse Pointe Woods, MI"
Charlie Marando,133136,45,Wittenberg,NCAC,RIGHT,RIGHT,C,So.,5-10,"Dublin, OH"
C. Marshall,133137,27,Wittenberg,NCAC,,,dh,Fr.,-,
Clark Metz,133138,19,Wittenberg,NCAC,RIGHT,RIGHT,P,Jr.,6-3,"Westerville, OH"
Zach Meyer,133139,18,Wittenberg,NCAC,RIGHT,RIGHT,UT,So.,6-1,"Powell, OH"
Alex Nemunaitis,133140,29,Wittenberg,NCAC,RIGHT,RIGHT,P,Sr.,6-0,"Ottawa Hills, OH"
Ashton Newton,133141,8,Wittenberg,NCAC,LEFT,RIGHT,OF,Sr.,6-0,"Lodi, OH"
Xander Rodriguez,133142,12,Wittenberg,NCAC,BOTH,RIGHT,C,Jr.,5-11,"Salinas, PR"
Andrew Rust,133143,41,Wittenberg,NCAC,RIGHT,RIGHT,P,Sr.,-,"Dublin, OH"
Zach Rust,133144,33,Wittenberg,NCAC,RIGHT,RIGHT,P,Sr.,6-3,"Dublin, OH"
Elliott Schmidt,133145,39,Wittenberg,NCAC,LEFT,LEFT,P,So.,6-1,"Columbus, OH"
Ben Sells,133146,28,Wittenberg,NCAC,,,p,Jr.,-,
Wade Thewes,133147,27,Wittenberg,NCAC,RIGHT,RIGHT,P,So.,6-0,"Parker, CO"
Landon Turner,133148,2,Wittenberg,NCAC,LEFT,RIGHT,INF,So.,5-10,"Tipp City, OH"
Brody Wilcox,133149,13,Wittenberg,NCAC,RIGHT,RIGHT,P,So.,6-0,"Avon Lake, OH"
Jalen Williams,133150,6,Wittenberg,NCAC,RIGHT,RIGHT,OF,Sr.,5-11,"Catonsville, MD"
Devin Anthony,133151,34,Wooster,NCAC,RIGHT,RIGHT,P,Sr.,6-1,"Chardon, OH"
Alex Babich,133152,23,Wooster,NCAC,LEFT,LEFT,OF,Fr.,6-0,"Park Ridge, IL"
Cooper Baer,133153,39,Wooster,NCAC,LEFT,RIGHT,P,Sr.,6-3,"Ellicott City, MD"
Zack Barienbrock,133154,30,Wooster,NCAC,RIGHT,RIGHT,INF,Jr.,6-2,"New Albany, OH"
Maanav Bhatt,133155,3,Wooster,NCAC,RIGHT,RIGHT,INF,So.,5-11,"Castle Pines, CO"
Henry Dinges,133156,44,Wooster,NCAC,RIGHT,RIGHT,OF,Fr.,5-10,"Centennial, CO"
Alex Eusebio,133157,31,Wooster,NCAC,RIGHT,RIGHT,P,So.,6-4,"Columbiana, OH"
Tamlin Ferguson,133158,12,Wooster,NCAC,RIGHT,RIGHT,OF,Jr.,6-0,"Center Valley, PA"
Dame Frayne,133159,32,Wooster,NCAC,RIGHT,RIGHT,P,So.,6-6,"Doylestown, PA"
Michael Graban,133160,11,Wooster,NCAC,RIGHT,RIGHT,INF,Fr.,6-2,"Doylestown, PA"
Bennett Grossman,133161,6,Wooster,NCAC,RIGHT,RIGHT,UT,Fr.,5-10,"Houston, TX"
David Guldin,133162,1,Wooster,NCAC,RIGHT,RIGHT,INF,So.,6-3,"Overland Park, KS"
Mac Halm,133163,38,Wooster,NCAC,RIGHT,RIGHT,C,Fr.,5-11,"Alexandria, VA"
Jackson Hausner,133164,8,Wooster,NCAC,RIGHT,RIGHT,UT,Fr.,6-1,"Atlanta, GA"
Matt Herlick,133165,24,Wooster,NCAC,LEFT,LEFT,OF,Fr.,6-1,"New York, NY"
Josh Hillman,133166,19,Wooster,NCAC,RIGHT,RIGHT,P,Fr.,6-2,"Houston, TX"
Nathaniel Huxtable,133167,16,Wooster,NCAC,RIGHT,RIGHT,C,Sr.,6-0,"Wilmington, DE"
Mason Johnson,133168,40,Wooster,NCAC,RIGHT,RIGHT,UT,So.,6-4,"Springfield, OH"
Weston Judd,133169,4,Wooster,NCAC,LEFT,LEFT,OF,Fr.,6-1,"Louisville, KY"
Andrew Kerr,133170,7,Wooster,NCAC,LEFT,LEFT,OF,Jr.,5-10,"Springboro, OH"
Ryan Kramer,133171,22,Wooster,NCAC,RIGHT,RIGHT,INF,Sr.,6-1,"Chicago, IL"
Aidan Krantz,133172,13,Wooster,NCAC,RIGHT,RIGHT,OF,So.,6-2,"Denver, CO"
Colin Leslie,133173,27,Wooster,NCAC,RIGHT,RIGHT,C,Sr.,6-1,"Chicago, IL"
Noah Lindberg,133174,20,Wooster,NCAC,RIGHT,RIGHT,INF,Fr.,6-1,"Johns Creek, GA"
James MacMillan,133175,14,Wooster,NCAC,LEFT,LEFT,P,So.,6-1,"Chicago, IL"
Ben McLean,133176,5,Wooster,NCAC,RIGHT,RIGHT,C,So.,5-11,"Dallas, TX"
Carter O'Neill,133177,25,Wooster,NCAC,RIGHT,RIGHT,P,So.,6-2,"Leander, TX"
Tahj Orona,133178,28,Wooster,NCAC,LEFT,LEFT,P,Sr.,6-3,"Chandler, AZ"
Luke Rizzo,133179,29,Wooster,NCAC,LEFT,RIGHT,INF,So.,5-11,"New York, NY"
H. Rouch,133180,26,Wooster,NCAC,,,p,---,-,
Michael Scarpelli,133181,18,Wooster,NCAC,RIGHT,RIGHT,P,Jr.,6-0,"Libertyville, IL"
Tyler Seils,133182,33,Wooster,NCAC,RIGHT,RIGHT,P,Fr.,6-2,"Brookeville, MD"
Benjie Sharman,133183,35,Wooster,NCAC,RIGHT,RIGHT,P,Fr.,5-11,"Oakland, CA"
Owen Sherrill,133184,43,Wooster,NCAC,RIGHT,RIGHT,UT,Fr.,6-0,"Bellaire, TX"
Koa Siu,133185,36,Wooster,NCAC,RIGHT,RIGHT,UT,Jr.,6-0,"Waipahu, HI"
Max Snyder,133186,42,Wooster,NCAC,RIGHT,RIGHT,P,So.,6-2,"Marysville, OH"
Jack Spring,133187,15,Wooster,NCAC,RIGHT,RIGHT,P,Sr.,5-11,"Pflugerville, TX"
Ben Tarpey,133188,21,Wooster,NCAC,RIGHT,RIGHT,P,Jr.,5-10,"Durham, NC"
Constantine Vernadakis,133189,2,Wooster,NCAC,RIGHT,RIGHT,P,Jr.,6-2,"Canal Winchester, OH"
Patrick Wiggins,133190,17,Wooster,NCAC,RIGHT,RIGHT,P,Sr.,6-2,"Magnolia, TX"
Greyson Baldizer,133191,34,WPI,NEWMAC,LEFT,LEFT,OF,Fr.,6-3,"Seekonk, MA"
Luke Blandino,133192,22,WPI,NEWMAC,RIGHT,RIGHT,P,Sr.,6-5,"Eden, NY"
Andrew Burke,133193,32,WPI,NEWMAC,RIGHT,RIGHT,P,Fr.,6-4,"Walpole, MA"
Chuck Cappello,133194,2,WPI,NEWMAC,RIGHT,RIGHT,INF,So.,5-10,"Southborough, MA"
Damon Chase,133195,16,WPI,NEWMAC,RIGHT,RIGHT,P,Jr.,6-1,"Rye, NH"
Joseph Conti,133196,8,WPI,NEWMAC,RIGHT,RIGHT,P,So.,5-10,"Lincoln, RI"
Trice Cote,133197,3,WPI,NEWMAC,LEFT,RIGHT,OF,Jr.,5-11,"Milford, NH"
James DiGiovanni,133198,4,WPI,NEWMAC,RIGHT,RIGHT,INF,Jr.,5-9,"Kennebunk, ME"
Joe DiMichele,133199,26,WPI,NEWMAC,RIGHT,RIGHT,INF,Jr.,5-9,"East Longmeadow, MA"
Michael Domino,133200,30,WPI,NEWMAC,RIGHT,RIGHT,P,So.,6-0,"Marlborough, MA"
Andrew Flamini,133201,15,WPI,NEWMAC,RIGHT,RIGHT,C,So.,6-2,"Shelton, CT"
Axel Foss,133202,21,WPI,NEWMAC,RIGHT,RIGHT,P,Jr.,6-1,"Sandwich, MA"
Luke Frauton,133203,11,WPI,NEWMAC,RIGHT,LEFT,P,Jr.,5-9,"Medway, MA"
Douglas George,133204,41,WPI,NEWMAC,RIGHT,RIGHT,P,Jr.,6-3,"Dorchester, MA"
Kellan Gilligan,133205,43,WPI,NEWMAC,RIGHT,RIGHT,P,Fr.,6-3,"Fairfield, CT"
Alex Hee,133206,10,WPI,NEWMAC,RIGHT,RIGHT,P,So.,6-1,"Walpole, MA"
Drew Herlin,133207,31,WPI,NEWMAC,LEFT,RIGHT,INF,Fr.,6-2,"Wrentham, MA"
Aaron Johnson,133208,19,WPI,NEWMAC,RIGHT,RIGHT,INF,Fr.,6-2,"Albany, NY"
Liam Keblin,133209,9,WPI,NEWMAC,LEFT,RIGHT,INF,Sr.,5-9,"Newton, MA"
Jonathan Lattimer,133210,7,WPI,NEWMAC,RIGHT,RIGHT,C,Sr.,5-10,"Windsor, CT"
Daniel Lynn,133211,17,WPI,NEWMAC,RIGHT,RIGHT,P,So.,6-0,"Severna Park, MD"
Nicholas Mazzarella,133212,25,WPI,NEWMAC,RIGHT,RIGHT,C,Jr.,5-11,"Reading, MA"
Shane McLaughlin,133213,20,WPI,NEWMAC,RIGHT,RIGHT,INF,Sr.,6-3,"Brewster, NY"
Spencer Merrick,133214,6,WPI,NEWMAC,RIGHT,RIGHT,C,Jr.,5-9,"Abington, MA"
Dominic Monico,133215,12,WPI,NEWMAC,LEFT,LEFT,P,Jr.,6-2,"Litchfield, NH"
Sean Murphy,133216,18,WPI,NEWMAC,RIGHT,RIGHT,P,Jr.,6-1,"East Taunton, MA"
Holden Norman,133217,38,WPI,NEWMAC,RIGHT,RIGHT,P,So.,6-4,"Old Greenwich, CT"
Miles Pratt,133218,1,WPI,NEWMAC,RIGHT,RIGHT,OF,So.,5-9,"Hampton, NH"
Andrew Rea,133219,37,WPI,NEWMAC,LEFT,LEFT,OF,So.,6-2,"Media, PA"
Lennon Richman,133220,39,WPI,NEWMAC,RIGHT,RIGHT,P,Jr.,6-2,"St John Island, U.S. Virgin Islands"
Brian Riley,133221,35,WPI,NEWMAC,RIGHT,RIGHT,P,Sr.,6-4,"Portland, ME"
Max Robinson,133222,14,WPI,NEWMAC,LEFT,LEFT,INF,So.,5-9,"Wrentham, MA"
Zachary Roethlein,133223,29,WPI,NEWMAC,RIGHT,RIGHT,INF,Sr.,6-3,"Pomfret Center, CT"
Robert Runge,133224,40,WPI,NEWMAC,RIGHT,RIGHT,P,Fr.,6-2,"Manasquan, NJ"
Ben Seidler,133225,27,WPI,NEWMAC,LEFT,RIGHT,INF,Fr.,5-8,"Yardley, PA"
Matt Shea,133226,5,WPI,NEWMAC,LEFT,RIGHT,C,Jr.,6-0,"Salem, NH"
Ethan Smith,133227,42,WPI,NEWMAC,LEFT,LEFT,P,Sr.,6-3,"Hanson, MA"
Sascha Stoll,133228,44,WPI,NEWMAC,LEFT,RIGHT,OF,Fr.,5-11,"Boise, ID"
Mason Walls,133229,28,WPI,NEWMAC,RIGHT,RIGHT,P,Fr.,5-10,"Pearland, TX"
Jacob Wiberg,133230,13,WPI,NEWMAC,RIGHT,RIGHT,UT,Sr.,5-10,"Exeter, NH"
Camden Williams,133231,23,WPI,NEWMAC,LEFT,LEFT,OF,So.,5-11,"The Woodlands, TX"
Kaiden Williams,133232,33,WPI,NEWMAC,RIGHT,RIGHT,P,So.,6-3,"North Aurora, IL"
Jack Zawacki,133233,24,WPI,NEWMAC,RIGHT,RIGHT,OF,Sr.,5-11,"Pittsford, NY"
Joseph Auger,133234,44,Worcester St.,MASCAC,RIGHT,RIGHT,INF,Sr.,6-0,"Lowell, MA"
Mason Bates,133235,18,Worcester St.,MASCAC,RIGHT,RIGHT,INF,Sr.,5-7,"Shrewsbury, MA"
Anthony Burgess,133236,5,Worcester St.,MASCAC,RIGHT,RIGHT,INF,So.,5-11,"Tewksbury, MA"
Alan Carpenter,133237,13,Worcester St.,MASCAC,LEFT,RIGHT,INF,Jr.,6-0,"Richmond, RI"
Riggs Catlin,133238,39,Worcester St.,MASCAC,RIGHT,RIGHT,C,So.,5-10,"Dedham, MA"
Tedy Cove,133239,28,Worcester St.,MASCAC,LEFT,LEFT,P,Jr.,5-8,"Worcester, MA"
Derek De La Cruz,133240,33,Worcester St.,MASCAC,LEFT,RIGHT,OF,Jr.,5-11,"Providence, RI"
Jeremy DeLacruz,133241,34,Worcester St.,MASCAC,RIGHT,RIGHT,INF,Jr.,5-7,"Lowell, MA"
Matt Direnzo,133242,8,Worcester St.,MASCAC,RIGHT,RIGHT,P,So.,6-1,"Leicester, MA"
Kevin Doyle,133243,17,Worcester St.,MASCAC,LEFT,RIGHT,OF,Jr.,5-11,"Bridgewater, MA"
Cameron Early,133244,16,Worcester St.,MASCAC,RIGHT,RIGHT,OF,Jr.,6-1,"Worcester, MA"
Connor Gardell,133245,36,Worcester St.,MASCAC,LEFT,LEFT,P,Fr.,6-2,"Worcester, MA"
Tad Giardina,133246,22,Worcester St.,MASCAC,RIGHT,RIGHT,OF,Jr.,6-0,"Reading, MA"
Bryce Grandbois,133247,30,Worcester St.,MASCAC,RIGHT,RIGHT,P,So.,6-5,"Detroit, MI"
Jack Hildred,133248,21,Worcester St.,MASCAC,LEFT,LEFT,P,So.,5-10,"Bellingham, MA"
Ryan Jewett,133249,9,Worcester St.,MASCAC,RIGHT,RIGHT,INF,Jr.,6-0,"Natick, MA"
Jackson LaValley,133250,11,Worcester St.,MASCAC,RIGHT,RIGHT,P,Fr.,6-1,"Westfield, MA"
Rusbert Martinez,133251,31,Worcester St.,MASCAC,LEFT,RIGHT,OF,Fr.,6-2,"Bani, Dominican Republic"
Watson Mexico,133252,32,Worcester St.,MASCAC,LEFT,LEFT,P,Fr.,6-1,"Baldwinville, MA"
Collin Moody,133253,6,Worcester St.,MASCAC,RIGHT,LEFT,P,Fr.,5-10,"Dudley, MA"
Tyler Normandie,133254,12,Worcester St.,MASCAC,RIGHT,RIGHT,INF,Jr.,5-11,"Lowell, MA"
Jack Pawlich,133255,46,Worcester St.,MASCAC,RIGHT,RIGHT,INF,Sr.,6-2,"Rocky Hill, CT"
Gavin Price,133256,23,Worcester St.,MASCAC,BOTH,RIGHT,P,Sr.,5-11,"Worcester, MA"
Evan Samsel,133257,24,Worcester St.,MASCAC,RIGHT,RIGHT,P,Jr.,5-8,"Taunton, MA"
Eric Sanderson,133258,14,Worcester St.,MASCAC,RIGHT,RIGHT,P,Sr.,6-0,"Charlton, MA"
Zachary Scotti,133259,1,Worcester St.,MASCAC,RIGHT,LEFT,INF,Jr.,5-11,"Warwick, RI"
Isaac Swedberg,133260,10,Worcester St.,MASCAC,RIGHT,RIGHT,OF,So.,5-8,"Auburn, MA"
Steven Thomas,133261,27,Worcester St.,MASCAC,RIGHT,RIGHT,INF,Sr.,5-8,"Worcester, MA"
Nathan Thurber,133262,42,Worcester St.,MASCAC,RIGHT,RIGHT,INF,Sr.,6-0,"Framingham, MA"
Nolan Turner,133263,4,Worcester St.,MASCAC,RIGHT,RIGHT,P,Sr.,6-2,"Barnstable, MA"
Boris Valdez,133264,26,Worcester St.,MASCAC,RIGHT,RIGHT,INF,Fr.,5-7,"Worcester, MA"
Isaiah Weston,133265,20,Worcester St.,MASCAC,RIGHT,RIGHT,INF,So.,5-7,"Essex, MA"
Bobby Winkler Jr.,133266,19,Worcester St.,MASCAC,RIGHT,LEFT,P,So.,6-1,"Longmeadow, MA"
I. Abboudi,133267,4,Yeshiva,Skyline,,,c,So.,-,
Jake Arnow,133268,13,Yeshiva,Skyline,,,C,Jr.,-,
L. Bongart,133269,4,Yeshiva,Skyline,,,cf,So.,-,
J. Canner,133270,21,Yeshiva,Skyline,,,3b/ss,Sr.,-,
Coby Cohen,133271,35,Yeshiva,Skyline,,,3B,Sr.,-,
David Cohen,133272,18,Yeshiva,Skyline,,,P,So.,-,
Eli Cohen,133273,1,Yeshiva,Skyline,,,UT,Jr.,-,
Nathaniel Dery,133274,29,Yeshiva,Skyline,RIGHT,RIGHT,P,Sr.,6-3,"Thornhill, Canada"
S. Feder,133275,99,Yeshiva,Skyline,,,ss,So.,-,
Adin Fischer,133276,8,Yeshiva,Skyline,,,UT,Jr.,-,
E. Fishbein,133277,52,Yeshiva,Skyline,,,p,Sr.,-,
Aden Frohlich,133278,1,Yeshiva,Skyline,RIGHT,RIGHT,1B,Sr.,5-4,"Boca Raton, FL"
M. Garson,133279,6,Yeshiva,Skyline,,,2b,So.,-,
Z. Goldberg,133280,22,Yeshiva,Skyline,,,ph,Sr.,-,
R. Hellman,133281,7,Yeshiva,Skyline,,,cf/lf,Jr.,-,
Coby Kamish,133282,32,Yeshiva,Skyline,,,UT,Jr.,-,
Mendy Kanofsky,133283,27,Yeshiva,Skyline,RIGHT,RIGHT,C,Sr.,6-1,"Toronto, Canada"
G. Lallouz,133284,28,Yeshiva,Skyline,,,ph,Jr.,-,
Z. Magerman,133285,14,Yeshiva,Skyline,,,p,Sr.,-,
D. Markovitz,133286,15,Yeshiva,Skyline,,,1b,Sr.,-,
UNKNOWN Metz,133287,26,Yeshiva,Skyline,,,lf/2b,So.,-,
T. Motechin,133288,26,Yeshiva,Skyline,,,lf,Sr.,-,
Noam Ouanounou,133289,29,Yeshiva,Skyline,,,1B,Sr.,-,
A. Perl,133290,12,Yeshiva,Skyline,,,rf,So.,-,
Ahron Riss,133291,30,Yeshiva,Skyline,,,P,So.,-,
Jacob Rodin,133292,11,Yeshiva,Skyline,RIGHT,RIGHT,SS,Sr.,6-1,"Toronto, Canada"
Z. Samet,133293,10,Yeshiva,Skyline,,,lf,So.,-,
Jacob Shakin,133294,23,Yeshiva,Skyline,RIGHT,RIGHT,P,Sr.,6-0,"Great Neck, NY"
E. Sicklick,133295,35,Yeshiva,Skyline,,,ss,So.,-,
A. Siegel,133296,42,Yeshiva,Skyline,,,,Fr.,-,
Y. Speyer,133297,2,Yeshiva,Skyline,,,p,Jr.,-,
UNKNOWN Steinlauf,133298,14,Yeshiva,Skyline,,,lf,So.,-,
N. Steinmetz,133299,56,Yeshiva,Skyline,,,3b,So.,-,
J. Troodler,133300,9,Yeshiva,Skyline,,,ph,So.,-,
J. Weichbrod,133301,24,Yeshiva,Skyline,,,cf,So.,-,
S. Weisman,133302,8,Yeshiva,Skyline,,,rf/c,So.,-,
Zaine Weissbrot,133303,25,Yeshiva,Skyline,,,UT,Jr.,-,
J. Werta,133304,14,Yeshiva,Skyline,,,rf,So.,-,
Y. Yamini,133305,1,Yeshiva,Skyline,,,cf,Jr.,-,
V. Zebede,133306,2,Yeshiva,Skyline,,,lf,So.,-,
Eli Zirdok,133307,18,Yeshiva,Skyline,,,3B,Sr.,-,
Eli Angstadt,133308,20,York (PA),MAC Commonwealth,LEFT,RIGHT,C,Sr.,6-0,
Lane Berkey,133309,36,York (PA),MAC Commonwealth,LEFT,LEFT,P,Sr.,6-1,
Owen Brockner,133310,29,York (PA),MAC Commonwealth,LEFT,LEFT,P,Sr.,6-3,
Jason Cassidy,133311,12,York (PA),MAC Commonwealth,RIGHT,RIGHT,3B,Jr.,6-0,
Eric Chaney,133312,38,York (PA),MAC Commonwealth,RIGHT,RIGHT,P,Sr.,6-0,
Zach Courtney,133313,44,York (PA),MAC Commonwealth,RIGHT,RIGHT,2B,So.,5-10,
Jacob Deimling,133314,21,York (PA),MAC Commonwealth,LEFT,RIGHT,OF,Sr.,5-10,
Jason Deroba,133315,46,York (PA),MAC Commonwealth,RIGHT,RIGHT,P,So.,5-7,
Josh Edwards,133316,43,York (PA),MAC Commonwealth,RIGHT,RIGHT,P,Sr.,5-11,
Gehrig Fleming,133317,3,York (PA),MAC Commonwealth,RIGHT,RIGHT,C,Sr.,6-0,
Jackson Ford,133318,4,York (PA),MAC Commonwealth,RIGHT,RIGHT,OF,Jr.,5-10,
